'5101','0','9','0','CFU','0','2','0','0','0','0'
'5101','1','9','1','CFU','0','0','0','0','0','0'
'5101','2','9','2','CFU','0','0','0','0','0','0'
'5101','3','9','3','CFU','0','2','0','0','0','0'
'5101','4','11','0','CFB','0','2','0','0','0','0'
'5101','5','11','1','CFB','0','0','0','0','0','0'
'5101','6','11','2','CFB','0','0','0','0','0','0'
'5101','7','11','3','CFB','0','2','0','0','0','0'
'5101','8','10','0','CFNR','0','2','0','0','0','0'
'5101','9','10','1','CFNR','0','0','0','0','0','0'
'5101','10','10','2','CFNR','0','0','0','0','0','0'
'5101','11','10','3','CFNR','0','2','0','0','0','0'
'5101','12','5','0','DND','8','0','0','0','0','0'
'5101','13','5','1','DND','8','0','0','0','0','0'
'5101','14','5','2','DND','8','0','0','0','0','0'
'5101','15','8','0','CAMPP','8','0','0','0','0','0'
'5101','16','8','1','CAMPP','8','0','0','0','0','0'
'5101','17','8','2','CAMPP','8','0','0','0','0','0'
'5101','18','21','0','CBSC','4','1','4','0','0','0'
'5101','19','21','1','CBSC','8','1','0','0','0','0'
'5101','20','21','2','CBSC','8','0','0','0','0','0'
'5101','21','14','0','HOTD','0','2','0','0','0','0'
'5101','22','14','1','HOTD','0','0','0','0','0','0'
'5101','23','14','2','HOTD','0','0','0','0','0','0'
'5101','24','14','3','HOTD','0','2','0','0','0','0'
'5101','25','37','0','ACSC','0','3','0','0','0','0'
'5101','26','37','1','ACSC','0','3','0','0','0','0'
'5101','27','37','5','ACSC','0','0','0','0','0','0'
'5101','28','37','2','ACSC','0','3','0','0','0','0'
'5101','29','37','4','ACSC','0','0','0','0','0','0'
'5101','30','27','0','ACSR','0','3','7','0','0','0'
'5101','31','27','1','ACSR','0','3','0','0','0','0'
'5101','32','27','5','ACSR','0','0','0','0','0','0'
'5101','33','27','2','ACSR','0','3','0','0','0','0'
'5101','34','27','4','ACSR','0','0','0','0','0','0'
'5101','35','29','1','CCBS','0','6','0','0','0','0'
'5101','36','29','2','CCBS','0','5','0','0','0','0'
'5101','37','28','0','CFUT','8','0','0','0','0','0'
'5101','38','28','1','CFUT','8','0','0','0','0','0'
'5101','39','28','2','CFUT','0','0','0','0','0','0'
'5101','40','28','3','CFUT','0','2','0','0','0','0'
'5101','41','33','0','CPUP','8','0','0','0','0','0'
'5101','42','33','1','CPUP','8','0','0','0','0','0'
'5101','43','33','2','CPUP','8','0','0','0','0','0'
'5101','44','38','6','KEY','0','1','1','0','0','0'
'5101','45','23','0','CW','8','0','0','0','0','0'
'5101','46','23','1','CW','8','0','0','0','0','0'
'5101','47','23','2','CW','8','0','0','0','0','0'
'5101','48','9','0','FLM','9','2','1','0','0','0'
'5101','49','9','1','FLM','9','2','1','0','0','0'
'5101','50','9','3','FLM','9','2','0','0','0','0'
'5101','51','43','0','ABDS','10','10','2','0','0','0'
'5101','52','43','1','ABDS','10','10','0','0','0','0'
'5101','53','43','2','ABDS','10','0','0','0','0','0'
'5101','54','43','8','ABDS','10','10','0','0','0','0'
'5101','55','43','8','ABDS','10','10','2','0','0','0'
'5101','58','47','0','CFXD','9','2','0','0','0','0'
'5101','59','47','1','CFXD','0','0','0','0','0','0'
'5101','60','47','2','CFXD','0','0','0','0','0','0'
'5101','61','73','0','ACSD','0','3','11','0','0','0'
'5101','62','73','1','ACSD','0','3','11','0','0','0'
'5101','63','73','5','ACSD','0','0','0','0','0','0'
'5101','64','73','2','ACSD','0','3','11','0','0','0'
'5101','65','73','4','ACSD','0','0','0','0','0','0'
'5101','66','50','0','MCE','0','24','0','0','0','0'
'5101','67','50','0','MCE','0','25','0','0','0','0'
