'14609','0','1','22272227','2'
'14609','0','2','7772','9'
'14609','0','3','2222','9'
'14609','0','4','7777','9'
'14609','0','5','2272','9'
'14609','0','6','7727','9'
'14609','0','7','2277','9'
'14609','0','8','7722','9'
'14609','0','9','2722','9'
'14609','0','10','7277','9'
'14609','0','11','2727','9'
'14609','0','12','7272','9'
'14609','0','13','2772','9'
'14609','0','14','7227','9'
'14609','0','15','2777','9'
'14609','0','16','7222','9'
'14609','0','17','222','3'
'14609','0','18','777','9'
'14609','0','19','227','9'
'14609','0','20','722','9'
'14609','0','21','272','9'
'14609','0','22','727','9'
'14609','0','23','277','9'
'14609','0','24','722','9'
'14609','0','25','22','4'
'14609','0','26','77','9'
'14609','0','27','27','7'
'14609','0','28','72','8'
'14609','0','29','227227','10'
'14609','0','30','7','11'
'14609','0','31','9','5'
'14609','0','32','99','6'
'14609','0','33','999','1'
'14609','0','34','22277','9'
'14609','0','35','22727','9'
'14609','0','36','27227','9'
'14609','0','37','72227','9'
'14609','0','38','72272','9'
'14609','0','39','72722','9'
'14609','0','40','77222','2'
'14609','0','41','27722','9'
'14609','0','42','27277','9'
'14609','0','43','22772','9'
'14609','0','44','2','0'
'14609','0','45','922','9'
'14609','0','46','2277','9'
'14609','0','50','9','9'
'14609','0','51','9','12'
'14609','0','52','99','12'
'14609','0','53','999','12'
