'28113','1','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'28113','2','5060','1','255.255.255.255','0','1','1000','4','5','32','32','32','32','32','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'28113','3','5060','1','255.255.255.255','0','2','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','ASMI IAD','9','1','12',NULL,'1','-40','0','1','1800','90','1','2','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','4','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'28113','4','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','10','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'28113','5','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','IskraTel','Call_for_ims_user','Profile_5','14','1','12','15','1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','-1','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'28113','6','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1','15','1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'28113','7','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1','15','1','-40','0','0','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'28113','8','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1','15','1','-40','0','0','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','8','0','0','0',NULL,'0','0','0','0','0','0','0'
